2022-02-01			
name	facturer	price	currency
Товар 5649	Производитель 8	6468.74	$
Товар 5650	Производитель 5	6325.89	Е
Товар 5651	Производитель 10	1415.15	$
Товар 5652	Производитель 3	2412.75	$
Товар 5653	Производитель 7	4810.91	Е
Товар 5654	Производитель 1	9728.75	Е
Товар 5655	Производитель 4	8405.24	$
Товар 5656	Производитель 6	9743.13	$
Товар 5657	Производитель 1	2508.76	Р
Товар 5658	Производитель 7	7636.74	Р
Товар 5659	Производитель 3	3202.38	Е
Товар 5660	Производитель 4	9998.57	Р
Товар 5661	Производитель 4	3421.33	Е
Товар 5662	Производитель 12	3744.64	Р
Товар 5663	Производитель 12	7195.61	Е
Товар 5664	Производитель 7	4543.58	Е
Товар 5665	Производитель 12	9205.31	$
Товар 5666	Производитель 6	3747.98	$
Товар 5667	Производитель 4	1294.7	Е
Товар 5668	Производитель 1	2380.81	Р
Товар 5669	Производитель 4	5507.76	Е
Товар 5670	Производитель 5	6339.22	Е
Товар 5671	Производитель 9	8427.79	Р
Товар 5672	Производитель 9	3064.27	$
Товар 5673	Производитель 6	7591.04	$
Товар 5674	Производитель 3	4548.24	Е
Товар 5675	Производитель 3	8900.71	Е
Товар 5676	Производитель 6	9254.59	Р
Товар 5677	Производитель 2	47.75	Е
Товар 5678	Производитель 7	3946.49	$
Товар 5679	Производитель 3	4430.24	Е
Товар 5680	Производитель 3	7864.16	$
Товар 5681	Производитель 8	9516.14	Е
Товар 5682	Производитель 7	8958.99	Е
Товар 5683	Производитель 3	9783.16	$
Товар 5684	Производитель 10	759.99	Е
Товар 5685	Производитель 4	6654.22	$
Товар 5686	Производитель 7	1817.96	Р
Товар 5687	Производитель 11	5772.83	Р
Товар 5688	Производитель 5	2741.2	Р
Товар 5689	Производитель 3	3430	Р
Товар 5690	Производитель 9	387.23	Р
Товар 5691	Производитель 6	8368.59	Е
Товар 5692	Производитель 11	9032.01	Е
Товар 5693	Производитель 3	6608.94	Е
Товар 5694	Производитель 7	4851.11	Е
Товар 5695	Производитель 12	9647.39	Р
Товар 5696	Производитель 6	810.86	Р
Товар 5697	Производитель 11	4389.59	$
Товар 5698	Производитель 1	9273.73	$
Товар 5699	Производитель 4	3379.36	Е
Товар 5700	Производитель 8	9957.85	Р
Товар 5701	Производитель 5	5385.58	$
Товар 5702	Производитель 8	1984.07	Р
Товар 5703	Производитель 12	3314.85	Е
Товар 5704	Производитель 5	1617.84	Е
Товар 5705	Производитель 3	9926.02	Р
Товар 5706	Производитель 2	400.37	Е
Товар 5707	Производитель 9	4026.81	Е
Товар 5708	Производитель 9	1334.58	$
Товар 5709	Производитель 7	8042.48	$
Товар 5710	Производитель 1	7364.82	$
Товар 5711	Производитель 7	2038.34	Р
Товар 5712	Производитель 11	4217.38	$
Товар 5713	Производитель 5	2355.27	Р
Товар 5714	Производитель 9	4552.37	Р
Товар 5715	Производитель 11	597.52	Е
Товар 5716	Производитель 10	4887.74	Р
Товар 5717	Производитель 3	4886.22	Е
Товар 5718	Производитель 2	8928.55	Р
Товар 5719	Производитель 9	2356.33	Р
Товар 5720	Производитель 10	7435.66	Р
Товар 5721	Производитель 3	1231.96	Р
Товар 5722	Производитель 10	7794.14	$
Товар 5723	Производитель 7	268.56	$
Товар 5724	Производитель 4	1043.2	$
Товар 5725	Производитель 9	6204.55	Р
Товар 5726	Производитель 5	8197.46	Е
Товар 5727	Производитель 2	8274.4	Е
Товар 5728	Производитель 6	620.77	Е
Товар 5729	Производитель 1	6252.81	Р
Товар 5730	Производитель 4	3463.93	Е
Товар 5731	Производитель 4	8288.5	Р
Товар 5732	Производитель 12	9553.93	Е
Товар 5733	Производитель 7	525.13	$
Товар 5734	Производитель 1	4054.09	Е
Товар 5735	Производитель 11	148.63	$
Товар 5736	Производитель 11	2429.74	$
Товар 5737	Производитель 2	366.52	Е
Товар 5738	Производитель 7	3718.96	$
Товар 5739	Производитель 7	7620.53	Р
Товар 5740	Производитель 6	9230.59	Р
Товар 5741	Производитель 2	2693.22	Е
Товар 5742	Производитель 6	6231.79	Е
Товар 5743	Производитель 3	5825.99	Р
Товар 5744	Производитель 9	7820.77	Е
Товар 5745	Производитель 3	8360.13	$
Товар 5746	Производитель 7	7649.58	Р
Товар 5747	Производитель 2	6242.96	Е
Товар 5748	Производитель 5	2897.83	$
Товар 5749	Производитель 11	3266.67	Р
Товар 5750	Производитель 1	3092.39	$
Товар 5751	Производитель 10	9191.04	Р
Товар 5752	Производитель 5	1788.71	Е
Товар 5753	Производитель 5	4938.8	$
Товар 5754	Производитель 5	6809.03	$
Товар 5755	Производитель 8	1374.76	Е
Товар 5756	Производитель 8	6137.12	Р
Товар 5757	Производитель 6	3850.93	$
Товар 5758	Производитель 1	2372.08	Р
Товар 5759	Производитель 10	5791.64	$
Товар 5760	Производитель 2	9285.36	Р
Товар 5761	Производитель 6	6454.16	Е
Товар 5762	Производитель 12	5628	Е
Товар 5763	Производитель 8	5978.14	Р
Товар 5764	Производитель 7	6295.41	$
Товар 5765	Производитель 4	2223.16	Р
Товар 5766	Производитель 4	7876.48	Р
Товар 5767	Производитель 4	92.78	Р
Товар 5768	Производитель 1	4757.4	Р
Товар 5769	Производитель 2	8086.67	$
Товар 5770	Производитель 7	8483.87	Е
Товар 5771	Производитель 10	369.47	Е
Товар 5772	Производитель 8	492.9	Р
Товар 5773	Производитель 2	9456.53	Р
Товар 5774	Производитель 8	3213.89	Е
Товар 5775	Производитель 6	1784.81	$
Товар 5776	Производитель 4	6009.87	Р
Товар 5777	Производитель 5	2599.74	Р
Товар 5778	Производитель 10	5712.68	$
Товар 5779	Производитель 11	6821.77	Е
Товар 5780	Производитель 5	1498.93	Е
Товар 5781	Производитель 12	5727.06	Р
Товар 5782	Производитель 10	7693.61	$
Товар 5783	Производитель 8	858.27	$
Товар 5784	Производитель 2	933.86	Р
Товар 5785	Производитель 7	1535.56	Р
Товар 5786	Производитель 6	7630.97	$
Товар 5787	Производитель 11	9017.66	Р
Товар 5788	Производитель 4	5376.85	Е
Товар 5789	Производитель 3	6671.04	Е
Товар 5790	Производитель 10	8508.5	Е
Товар 5791	Производитель 4	562.05	$
Товар 5792	Производитель 3	5234.14	Р
Товар 5793	Производитель 9	3555.6	$
Товар 5794	Производитель 4	3126.7	Е
Товар 5795	Производитель 12	4134.34	Р
Товар 5796	Производитель 11	6326.22	$
Товар 5797	Производитель 1	4470.78	Р
Товар 5798	Производитель 3	6854.71	Е
Товар 5799	Производитель 1	7665.91	Е
Товар 5800	Производитель 3	8195.65	$
Товар 5801	Производитель 4	8672.18	$
Товар 5802	Производитель 7	2491.68	Е
Товар 5803	Производитель 12	5185.97	Е
Товар 5804	Производитель 3	7601.95	Р
Товар 5805	Производитель 9	8134.67	Р
Товар 5806	Производитель 9	5520.85	$
Товар 5807	Производитель 3	2031.78	$
Товар 5808	Производитель 10	3479.53	$
